"","GeneID","PATH","Annot"
"8627","NFATC4","04660","T cell receptor signaling pathway"
"8628","NFATC4","04662","B cell receptor signaling pathway"
"8631","NFE2L2","04141","Protein processing in endoplasmic reticulum"
"8636","NFKB1","04010","MAPK signaling pathway"
"8637","NFKB1","04062","Chemokine signaling pathway"
"8638","NFKB1","04210","Apoptosis"
"8639","NFKB1","04380","Osteoclast differentiation"
"8640","NFKB1","04620","Toll-like receptor signaling pathway"
"8641","NFKB1","04621","NOD-like receptor signaling pathway"
"8642","NFKB1","04622","RIG-I-like receptor signaling pathway"
"8643","NFKB1","04623","Cytosolic DNA-sensing pathway"
"8644","NFKB1","04660","T cell receptor signaling pathway"
"8645","NFKB1","04662","B cell receptor signaling pathway"
"8646","NFKB1","04722","Neurotrophin signaling pathway"
"8647","NFKB1","04920","Adipocytokine signaling pathway"
"8648","NFKB1","05120","Epithelial cell signaling in Helicobacter pylori infection"
"8649","NFKB1","05131","Shigellosis"
"8650","NFKB1","05140","Leishmaniasis"
"8651","NFKB1","05142","Chagas disease"
"8652","NFKB1","05145","Toxoplasmosis"
"8653","NFKB1","05146","Amoebiasis"
"8654","NFKB1","05160","Hepatitis C"
"8655","NFKB1","05200","Pathways in cancer"
"8656","NFKB1","05212","Pancreatic cancer"
"8657","NFKB1","05215","Prostate cancer"
"8658","NFKB1","05220","Chronic myeloid leukemia"
"8659","NFKB1","05221","Acute myeloid leukemia"
"8660","NFKB1","05222","Small cell lung cancer"
"8661","NFKB2","04010","MAPK signaling pathway"
"8662","NFKB2","04380","Osteoclast differentiation"
"8663","NFKB2","05200","Pathways in cancer"
"8664","NFKBIA","04062","Chemokine signaling pathway"
"8665","NFKBIA","04210","Apoptosis"
"8666","NFKBIA","04380","Osteoclast differentiation"
"8667","NFKBIA","04620","Toll-like receptor signaling pathway"
"8668","NFKBIA","04621","NOD-like receptor signaling pathway"
"8669","NFKBIA","04622","RIG-I-like receptor signaling pathway"
"8670","NFKBIA","04623","Cytosolic DNA-sensing pathway"
"8671","NFKBIA","04660","T cell receptor signaling pathway"
"8672","NFKBIA","04662","B cell receptor signaling pathway"
"8673","NFKBIA","04722","Neurotrophin signaling pathway"
"8674","NFKBIA","04920","Adipocytokine signaling pathway"
"8675","NFKBIA","05120","Epithelial cell signaling in Helicobacter pylori infection"
"8676","NFKBIA","05131","Shigellosis"
"8677","NFKBIA","05140","Leishmaniasis"
"8678","NFKBIA","05142","Chagas disease"
"8679","NFKBIA","05145","Toxoplasmosis"
"8680","NFKBIA","05160","Hepatitis C"
"8681","NFKBIA","05200","Pathways in cancer"
"8682","NFKBIA","05215","Prostate cancer"
"8683","NFKBIA","05220","Chronic myeloid leukemia"
"8684","NFKBIA","05222","Small cell lung cancer"
"8685","NFKBIB","04062","Chemokine signaling pathway"
"8686","NFKBIB","04621","NOD-like receptor signaling pathway"
"8687","NFKBIB","04622","RIG-I-like receptor signaling pathway"
"8688","NFKBIB","04623","Cytosolic DNA-sensing pathway"
"8689","NFKBIB","04660","T cell receptor signaling pathway"
"8690","NFKBIB","04662","B cell receptor signaling pathway"
"8691","NFKBIB","04722","Neurotrophin signaling pathway"
"8692","NFKBIB","04920","Adipocytokine signaling pathway"
"8693","NFKBIB","05131","Shigellosis"
"8694","NFKBIB","05140","Leishmaniasis"
"8695","NFKBIB","05145","Toxoplasmosis"
"8696","NFKBIE","04660","T cell receptor signaling pathway"
"8697","NFKBIE","04662","B cell receptor signaling pathway"
"8698","NFKBIE","04722","Neurotrophin signaling pathway"
"8699","NFKBIE","04920","Adipocytokine signaling pathway"
"8704","NFYA","04612","Antigen processing and presentation"
"8705","NFYB","04612","Antigen processing and presentation"
"8706","NFYC","04612","Antigen processing and presentation"
"8707","NGF","04010","MAPK signaling pathway"
"8708","NGF","04210","Apoptosis"
"8709","NGF","04722","Neurotrophin signaling pathway"
"8710","NGFR","04060","Cytokine-cytokine receptor interaction"
"8711","NGFR","04722","Neurotrophin signaling pathway"
"8714","SNU13","03008","Ribosome biogenesis in eukaryotes"
"8715","SNU13","03040","Spliceosome"
"8725","NKX2-2","04950","Maturity onset diabetes of the young"
"8726","NKX3-1","05200","Pathways in cancer"
"8727","NKX3-1","05215","Prostate cancer"
"8728","NKX6-1","04950","Maturity onset diabetes of the young"
"8732","NMBR","04080","Neuroactive ligand-receptor interaction"
"8733","NME1","00230","Purine metabolism"
"8734","NME1","00240","Pyrimidine metabolism"
"8735","NME1","01100","Metabolic pathways"
"8736","NME2","00230","Purine metabolism"
"8737","NME2","00240","Pyrimidine metabolism"
"8738","NME2","01100","Metabolic pathways"
"8739","NME3","00230","Purine metabolism"
"8740","NME3","00240","Pyrimidine metabolism"
"8741","NME3","01100","Metabolic pathways"
"8742","NME4","00230","Purine metabolism"
"8743","NME4","00240","Pyrimidine metabolism"
"8744","NME4","01100","Metabolic pathways"
"8747","NNMT","00760","Nicotinate and nicotinamide metabolism"
"8748","NNMT","01100","Metabolic pathways"
"8749","NODAL","04350","TGF-beta signaling pathway"
"8752","NOS1","00330","Arginine and proline metabolism"
"8753","NOS1","01100","Metabolic pathways"
"8754","NOS1","04020","Calcium signaling pathway"
"8755","NOS1","04145","Phagosome"
"8756","NOS1","04730","Long-term depression"
"8757","NOS1","04970","Salivary secretion"
"8758","NOS1","05010","Alzheimer disease"
"8759","NOS1","05014","Amyotrophic lateral sclerosis"
"8760","NOS2","00330","Arginine and proline metabolism"
"8761","NOS2","01100","Metabolic pathways"
"8762","NOS2","04020","Calcium signaling pathway"
"8763","NOS2","04146","Peroxisome"
"8764","NOS2","05140","Leishmaniasis"
"8765","NOS2","05142","Chagas disease"
"8766","NOS2","05145","Toxoplasmosis"
"8767","NOS2","05146","Amoebiasis"
"8768","NOS2","05200","Pathways in cancer"
"8769","NOS2","05222","Small cell lung cancer"
"8770","NOS3","00330","Arginine and proline metabolism"
"8771","NOS3","01100","Metabolic pathways"
"8772","NOS3","04020","Calcium signaling pathway"
"8773","NOS3","04370","VEGF signaling pathway"
"8774","CNOT2","03018","RNA degradation"
"8775","CNOT3","03018","RNA degradation"
"8776","CNOT4","03018","RNA degradation"
"8777","NOTCH1","04320","Dorso-ventral axis formation"
"8778","NOTCH1","04330","Notch signaling pathway"
"8779","NOTCH1","05020","Prion disease"
"8780","NPY","04920","Adipocytokine signaling pathway"
"8781","NOTCH2","04320","Dorso-ventral axis formation"
"8782","NOTCH2","04330","Notch signaling pathway"
"8783","NOTCH3","04320","Dorso-ventral axis formation"
"8784","NOTCH3","04330","Notch signaling pathway"
"8785","NOTCH4","04320","Dorso-ventral axis formation"
"8786","NOTCH4","04330","Notch signaling pathway"
"8790","PNP","00230","Purine metabolism"
"8791","PNP","00240","Pyrimidine metabolism"
"8792","PNP","00760","Nicotinate and nicotinamide metabolism"
"8793","PNP","01100","Metabolic pathways"
"8795","NPAS2","04710","Circadian rhythm"
"8797","NPC1","04142","Lysosome"
"8809","NPR1","00230","Purine metabolism"
"8810","NPR1","04270","Vascular smooth muscle contraction"
"8811","NPR2","00230","Purine metabolism"
"8812","NPR2","04270","Vascular smooth muscle contraction"
"8816","NPY1R","04080","Neuroactive ligand-receptor interaction"
"8817","NPY2R","04080","Neuroactive ligand-receptor interaction"
"8819","NPY5R","04080","Neuroactive ligand-receptor interaction"
"8820","SLC11A2","04142","Lysosome"
"8822","NRAS","04010","MAPK signaling pathway"
"8823","NRAS","04012","ErbB signaling pathway"
"8824","NRAS","04062","Chemokine signaling pathway"
"8825","NRAS","04360","Axon guidance"
"8826","NRAS","04370","VEGF signaling pathway"
"8827","NRAS","04530","Tight junction"
"8828","NRAS","04540","Gap junction"
"8829","NRAS","04650","Natural killer cell mediated cytotoxicity"
"8830","NRAS","04660","T cell receptor signaling pathway"
"8831","NRAS","04662","B cell receptor signaling pathway"
"8832","NRAS","04664","Fc epsilon RI signaling pathway"
"8833","NRAS","04720","Long-term potentiation"
"8834","NRAS","04722","Neurotrophin signaling pathway"
"8835","NRAS","04730","Long-term depression"
"8836","NRAS","04810","Regulation of actin cytoskeleton"
"8837","NRAS","04910","Insulin signaling pathway"
"8838","NRAS","04912","GnRH signaling pathway"
"8839","NRAS","04916","Melanogenesis"
"8840","NRAS","05160","Hepatitis C"
"8841","NRAS","05200","Pathways in cancer"
"8842","NRAS","05211","Renal cell carcinoma"
"8843","NRAS","05213","Endometrial cancer"
"8844","NRAS","05214","Glioma"
"8845","NRAS","05215","Prostate cancer"
"8846","NRAS","05216","Thyroid cancer"
"8847","NRAS","05218","Melanoma"
"8848","NRAS","05219","Bladder cancer"
"8849","NRAS","05220","Chronic myeloid leukemia"
"8850","NRAS","05221","Acute myeloid leukemia"
"8851","NRAS","05223","Non-small cell lung cancer"
"8852","NRCAM","04514","Cell adhesion molecules"
"8854","NRF1","05016","Huntington disease"
"8859","NSF","04962","Vasopressin-regulated water reabsorption"
"8860","NT5E","00230","Purine metabolism"
"8861","NT5E","00240","Pyrimidine metabolism"
"8862","NT5E","00760","Nicotinate and nicotinamide metabolism"
"8863","NT5E","01100","Metabolic pathways"
"8864","NTF3","04010","MAPK signaling pathway"
"8865","NTF3","04722","Neurotrophin signaling pathway"
"8866","NTF4","04010","MAPK signaling pathway"
"8867","NTF4","04722","Neurotrophin signaling pathway"
"8871","NTHL1","03410","Base excision repair"
"8872","NTRK1","04010","MAPK signaling pathway"
"8873","NTRK1","04144","Endocytosis"
"8874","NTRK1","04210","Apoptosis"
"8875","NTRK1","04722","Neurotrophin signaling pathway"
"8876","NTRK1","05200","Pathways in cancer"
"8877","NTRK1","05216","Thyroid cancer"
"8878","NTRK2","04010","MAPK signaling pathway"
"8879","NTRK2","04722","Neurotrophin signaling pathway"
"8880","NTRK3","04722","Neurotrophin signaling pathway"
"8881","NTN3","04360","Axon guidance"
"8886","NTSR1","04020","Calcium signaling pathway"
"8887","NTSR1","04080","Neuroactive ligand-receptor interaction"
"8891","NUP88","03013","Nucleocytoplasmic transport"
"8892","NUP98","03013","Nucleocytoplasmic transport"
"8894","NVL","03008","Ribosome biogenesis in eukaryotes"
"8900","OAS1","05160","Hepatitis C"
"8901","OAS2","05160","Hepatitis C"
"8902","OAS3","05160","Hepatitis C"
"8904","OAT","00330","Arginine and proline metabolism"
"8905","OAT","01100","Metabolic pathways"
"8912","OCRL","00562","Inositol phosphate metabolism"
"8913","OCRL","01100","Metabolic pathways"
"8914","OCRL","04070","Phosphatidylinositol signaling system"
"8915","ODC1","00330","Arginine and proline metabolism"
"8916","ODC1","00480","Glutathione metabolism"
"8917","ODC1","01100","Metabolic pathways"
"8925","OGDH","00020","Citrate cycle (TCA cycle)"
"8926","OGDH","00310","Lysine degradation"
"8927","OGDH","00380","Tryptophan metabolism"
"8928","OGDH","01100","Metabolic pathways"
"8929","OGG1","03410","Base excision repair"
"8931","OLR1","03320","PPAR signaling pathway"
"8932","OLR1","04145","Phagosome"
"8939","TNFRSF11B","04060","Cytokine-cytokine receptor interaction"
"8940","TNFRSF11B","04380","Osteoclast differentiation"
"8942","OPRD1","04080","Neuroactive ligand-receptor interaction"
"8943","OPRK1","04080","Neuroactive ligand-receptor interaction"
"8944","OPRL1","04080","Neuroactive ligand-receptor interaction"
"8945","OPRM1","04080","Neuroactive ligand-receptor interaction"
"8947","OR1D2","04740","Olfactory transduction"
"8948","OR1F1","04740","Olfactory transduction"
"8949","OR2C1","04740","Olfactory transduction"
"8950","OR3A1","04740","Olfactory transduction"
"8951","OR3A2","04740","Olfactory transduction"
"8952","ORC1","04110","Cell cycle"
"8953","ORC2","04110","Cell cycle"
"8954","ORC4","04110","Cell cycle"
"8955","ORC5","04110","Cell cycle"
"8961","OSM","04060","Cytokine-cytokine receptor interaction"
"8962","OSM","04630","JAK-STAT signaling pathway"
"8963","OTC","00330","Arginine and proline metabolism"
"8964","OTC","01100","Metabolic pathways"
"8965","CLDN11","04514","Cell adhesion molecules"
"8966","CLDN11","04530","Tight junction"
"8967","CLDN11","04670","Leukocyte transendothelial migration"
"8968","CLDN11","05160","Hepatitis C"
"8974","OXA1L","03060","Protein export"
"8975","OXCT1","00072",NA
"8976","OXCT1","00280","Valine, leucine and isoleucine degradation"
"8977","OXCT1","00650","Butanoate metabolism"
"8979","OXTR","04020","Calcium signaling pathway"
"8980","OXTR","04080","Neuroactive ligand-receptor interaction"
"8981","P2RX1","04020","Calcium signaling pathway"
"8982","P2RX1","04080","Neuroactive ligand-receptor interaction"
"8983","P2RX3","04020","Calcium signaling pathway"
"8984","P2RX3","04080","Neuroactive ligand-receptor interaction"
"8985","P2RX4","04020","Calcium signaling pathway"
"8986","P2RX4","04080","Neuroactive ligand-receptor interaction"
"8987","P2RX5","04020","Calcium signaling pathway"
"8988","P2RX5","04080","Neuroactive ligand-receptor interaction"
"8989","P2RX7","04020","Calcium signaling pathway"
"8990","P2RX7","04080","Neuroactive ligand-receptor interaction"
"8991","P2RY1","04080","Neuroactive ligand-receptor interaction"
"8992","P2RY2","04080","Neuroactive ligand-receptor interaction"
"8993","P2RY4","04080","Neuroactive ligand-receptor interaction"
"8994","P2RY6","04080","Neuroactive ligand-receptor interaction"
"8995","P2RY11","04080","Neuroactive ligand-receptor interaction"
"8996","P4HA1","00330","Arginine and proline metabolism"
"8997","P4HA1","01100","Metabolic pathways"
"8998","P4HB","04141","Protein processing in endoplasmic reticulum"
"9001","PABPC3","03013","Nucleocytoplasmic transport"
"9002","PABPC3","03015","mRNA surveillance pathway"
"9003","PABPC3","03018","RNA degradation"
"9009","PAFAH1B1","00565","Ether lipid metabolism"
"9010","PAFAH1B1","01100","Metabolic pathways"
"9011","PAFAH1B2","00565","Ether lipid metabolism"
"9012","PAFAH1B2","01100","Metabolic pathways"
"9013","PAFAH1B3","00565","Ether lipid metabolism"
"9014","PAFAH1B3","01100","Metabolic pathways"
"9015","PAFAH2","00565","Ether lipid metabolism"
"9016","PAFAH2","01100","Metabolic pathways"
"9017","PRDX1","04146","Peroxisome"
"9018","PAH","00360","Phenylalanine metabolism"
"9019","PAH","00400","Phenylalanine, tyrosine and tryptophan biosynthesis"
"9020","PAH","01100","Metabolic pathways"
"9021","SERPINE1","04115","p53 signaling pathway"
"9022","SERPINE1","04610","Complement and coagulation cascades"
"9023","SERPINE1","05142","Chagas disease"
"9024","SERPINB2","05146","Amoebiasis"
"9025","PAK1","04010","MAPK signaling pathway"
"9026","PAK1","04012","ErbB signaling pathway"
"9027","PAK1","04062","Chemokine signaling pathway"
"9028","PAK1","04360","Axon guidance"
"9029","PAK1","04510","Focal adhesion"
"9030","PAK1","04650","Natural killer cell mediated cytotoxicity"
"9031","PAK1","04660","T cell receptor signaling pathway"
"9032","PAK1","04666","Fc gamma R-mediated phagocytosis"
"9033","PAK1","04810","Regulation of actin cytoskeleton"
"9034","PAK1","05120","Epithelial cell signaling in Helicobacter pylori infection"
"9035","PAK1","05211","Renal cell carcinoma"
"9036","PAK2","04010","MAPK signaling pathway"
"9037","PAK2","04012","ErbB signaling pathway"
"9038","PAK2","04360","Axon guidance"
"9039","PAK2","04510","Focal adhesion"
"9040","PAK2","04660","T cell receptor signaling pathway"
"9041","PAK2","04810","Regulation of actin cytoskeleton"
"9042","PAK2","05211","Renal cell carcinoma"
"9043","PAK3","04012","ErbB signaling pathway"
"9044","PAK3","04360","Axon guidance"
"9045","PAK3","04510","Focal adhesion"
"9046","PAK3","04660","T cell receptor signaling pathway"
"9047","PAK3","04810","Regulation of actin cytoskeleton"
"9048","PAK3","05211","Renal cell carcinoma"
"9054","PRKN","04120","Ubiquitin mediated proteolysis"
"9055","PRKN","04141","Protein processing in endoplasmic reticulum"
"9056","PRKN","05012","Parkinson disease"
"9058","PARN","03018","RNA degradation"
"9063","PAX4","04950","Maturity onset diabetes of the young"
"9065","PAX6","04950","Maturity onset diabetes of the young"
"9073","PC","00020","Citrate cycle (TCA cycle)"
"9074","PC","00620","Pyruvate metabolism"
"9075","PC","01100","Metabolic pathways"
"9077","PCBP1","03040","Spliceosome"
"9079","PCCA","00280","Valine, leucine and isoleucine degradation"
"9080","PCCA","00630","Glyoxylate and dicarboxylate metabolism"
"9081","PCCA","00640","Propanoate metabolism"
"9082","PCCA","01100","Metabolic pathways"
"9083","PCCB","00280","Valine, leucine and isoleucine degradation"
"9084","PCCB","00630","Glyoxylate and dicarboxylate metabolism"
"9085","PCCB","00640","Propanoate metabolism"
"9086","PCCB","01100","Metabolic pathways"
"9092","SERPINA5","04610","Complement and coagulation cascades"
"9093","PCK1","00010","Glycolysis / Gluconeogenesis"
"9094","PCK1","00020","Citrate cycle (TCA cycle)"
"9095","PCK1","00620","Pyruvate metabolism"
"9096","PCK1","01100","Metabolic pathways"
"9097","PCK1","03320","PPAR signaling pathway"
"9098","PCK1","04910","Insulin signaling pathway"
"9099","PCK1","04920","Adipocytokine signaling pathway"
"9100","PCK1","04964","Proximal tubule bicarbonate reclamation"
"9101","PCK2","00010","Glycolysis / Gluconeogenesis"
"9102","PCK2","00020","Citrate cycle (TCA cycle)"
"9103","PCK2","00620","Pyruvate metabolism"
"9104","PCK2","01100","Metabolic pathways"
"9105","PCK2","03320","PPAR signaling pathway"
"9106","PCK2","04910","Insulin signaling pathway"
"9107","PCK2","04920","Adipocytokine signaling pathway"
"9108","PCK2","04964","Proximal tubule bicarbonate reclamation"
"9111","PCNA","03030","DNA replication"
"9112","PCNA","03410","Base excision repair"
"9113","PCNA","03420","Nucleotide excision repair"
"9114","PCNA","03430","Mismatch repair"
"9115","PCNA","04110","Cell cycle"
"9127","PCYT1A","00564","Glycerophospholipid metabolism"
"9128","PCYT1A","01100","Metabolic pathways"
"9129","PDC","04740","Olfactory transduction"
"9130","PDCD1","04514","Cell adhesion molecules"
"9131","PDCD1","04660","T cell receptor signaling pathway"
"9133","PDE1A","00230","Purine metabolism"
"9134","PDE1A","04020","Calcium signaling pathway"
"9135","PDE1A","04742","Taste transduction"
"9136","PDE1C","00230","Purine metabolism"
"9137","PDE1C","04020","Calcium signaling pathway"
"9138","PDE1C","04740","Olfactory transduction"
"9139","PDE2A","00230","Purine metabolism"
"9140","PDE3A","00230","Purine metabolism"
"9141","PDE3A","04910","Insulin signaling pathway"
"9142","PDE3A","04914","Progesterone-mediated oocyte maturation"
"9143","PDE3B","00230","Purine metabolism"
"9144","PDE3B","04910","Insulin signaling pathway"
"9145","PDE3B","04914","Progesterone-mediated oocyte maturation"
"9146","PDE4A","00230","Purine metabolism"
"9147","PDE4B","00230","Purine metabolism"
"9148","PDE4C","00230","Purine metabolism"
"9149","PDE4D","00230","Purine metabolism"
"9150","PDE6A","00230","Purine metabolism"
"9151","PDE6A","04744","Phototransduction"
"9152","PDE6C","00230","Purine metabolism"
"9153","PDE6D","00230","Purine metabolism"
"9154","PDE6G","00230","Purine metabolism"
"9155","PDE6G","04744","Phototransduction"
"9156","PDE6H","00230","Purine metabolism"
"9157","PDE7A","00230","Purine metabolism"
"9158","PDE8A","00230","Purine metabolism"
"9159","PDE9A","00230","Purine metabolism"
"9160","PDE1B","00230","Purine metabolism"
"9161","PDE1B","04020","Calcium signaling pathway"
"9162","PDGFA","04010","MAPK signaling pathway"
"9163","PDGFA","04060","Cytokine-cytokine receptor interaction"
"9164","PDGFA","04510","Focal adhesion"
"9165","PDGFA","04540","Gap junction"
"9166","PDGFA","04810","Regulation of actin cytoskeleton"
"9167","PDGFA","05200","Pathways in cancer"
"9168","PDGFA","05214","Glioma"
"9169","PDGFA","05215","Prostate cancer"
"9170","PDGFA","05218","Melanoma"
"9171","PDGFB","04010","MAPK signaling pathway"
"9172","PDGFB","04060","Cytokine-cytokine receptor interaction"
"9173","PDGFB","04510","Focal adhesion"
"9174","PDGFB","04540","Gap junction"
"9175","PDGFB","04810","Regulation of actin cytoskeleton"
"9176","PDGFB","05200","Pathways in cancer"
"9177","PDGFB","05211","Renal cell carcinoma"
"9178","PDGFB","05214","Glioma"
"9179","PDGFB","05215","Prostate cancer"
"9180","PDGFB","05218","Melanoma"
"9181","PDGFRA","04010","MAPK signaling pathway"
"9182","PDGFRA","04020","Calcium signaling pathway"
"9183","PDGFRA","04060","Cytokine-cytokine receptor interaction"
"9184","PDGFRA","04144","Endocytosis"
"9185","PDGFRA","04510","Focal adhesion"
"9186","PDGFRA","04540","Gap junction"
"9187","PDGFRA","04810","Regulation of actin cytoskeleton"
"9188","PDGFRA","05200","Pathways in cancer"
"9189","PDGFRA","05214","Glioma"
"9190","PDGFRA","05215","Prostate cancer"
"9191","PDGFRA","05218","Melanoma"
"9193","PDE6B","00230","Purine metabolism"
"9194","PDE6B","04744","Phototransduction"
"9195","PDGFRB","04010","MAPK signaling pathway"
"9196","PDGFRB","04020","Calcium signaling pathway"
"9197","PDGFRB","04060","Cytokine-cytokine receptor interaction"
"9198","PDGFRB","04510","Focal adhesion"
"9199","PDGFRB","04540","Gap junction"
"9200","PDGFRB","04810","Regulation of actin cytoskeleton"
"9201","PDGFRB","05200","Pathways in cancer"
"9202","PDGFRB","05214","Glioma"
"9203","PDGFRB","05215","Prostate cancer"
"9204","PDGFRB","05218","Melanoma"
"9205","PDHA1","00010","Glycolysis / Gluconeogenesis"
"9206","PDHA1","00020","Citrate cycle (TCA cycle)"
"9207","PDHA1","00290","Valine, leucine and isoleucine biosynthesis"
"9208","PDHA1","00620","Pyruvate metabolism"
"9209","PDHA1","00650","Butanoate metabolism"
"9210","PDHA1","01100","Metabolic pathways"
"9211","PDHA2","00010","Glycolysis / Gluconeogenesis"
"9212","PDHA2","00020","Citrate cycle (TCA cycle)"
"9213","PDHA2","00290","Valine, leucine and isoleucine biosynthesis"
"9214","PDHA2","00620","Pyruvate metabolism"
"9215","PDHA2","00650","Butanoate metabolism"
"9216","PDHA2","01100","Metabolic pathways"
"9217","PDHB","00010","Glycolysis / Gluconeogenesis"
"9218","PDHB","00020","Citrate cycle (TCA cycle)"
"9219","PDHB","00290","Valine, leucine and isoleucine biosynthesis"
"9220","PDHB","00620","Pyruvate metabolism"
"9221","PDHB","00650","Butanoate metabolism"
"9222","PDHB","01100","Metabolic pathways"
"9223","PDK1","04660","T cell receptor signaling pathway"
"9224","PDK1","04664","Fc epsilon RI signaling pathway"
"9225","PDK1","04722","Neurotrophin signaling pathway"
"9226","PDK1","05145","Toxoplasmosis"
"9227","PDK1","05160","Hepatitis C"
"9231","ENPP1","00230","Purine metabolism"
"9232","ENPP1","00500","Starch and sucrose metabolism"
"9233","ENPP1","00740","Riboflavin metabolism"
"9234","ENPP1","00760","Nicotinate and nicotinamide metabolism"
"9235","ENPP1","00770","Pantothenate and CoA biosynthesis"
"9236","ENPP1","01100","Metabolic pathways"
"9237","ENPP2","00565","Ether lipid metabolism"
"9238","ENPP3","00230","Purine metabolism"
"9239","ENPP3","00500","Starch and sucrose metabolism"
"9240","ENPP3","00740","Riboflavin metabolism"
"9241","ENPP3","00760","Nicotinate and nicotinamide metabolism"
"9242","ENPP3","00770","Pantothenate and CoA biosynthesis"
"9243","ENPP3","01100","Metabolic pathways"
"9244","PDPK1","03320","PPAR signaling pathway"
"9245","PDPK1","04150","mTOR signaling pathway"
"9246","PDPK1","04510","Focal adhesion"
"9247","PDPK1","04910","Insulin signaling pathway"
"9248","PDPK1","04960","Aldosterone-regulated sodium reabsorption"
"9249","PDPK1","05213","Endometrial cancer"
"9250","PDPK1","05215","Prostate cancer"
"9251","PDPK1","05223","Non-small cell lung cancer"
"9255","PECAM1","04514","Cell adhesion molecules"
"9256","PECAM1","04670","Leukocyte transendothelial migration"
"9257","PECAM1","05144","Malaria"
"9266","PER1","04710","Circadian rhythm"
"9268","PEX1","04146","Peroxisome"
"9269","PEX6","04146","Peroxisome"
"9270","PEX7","04146","Peroxisome"
"9271","PEX10","04146","Peroxisome"
"9272","PEX12","04146","Peroxisome"
"9273","PEX13","04146","Peroxisome"
"9274","PEX14","04146","Peroxisome"
"9275","PF4","04060","Cytokine-cytokine receptor interaction"
"9276","PF4","04062","Chemokine signaling pathway"
"9277","PF4V1","04060","Cytokine-cytokine receptor interaction"
"9278","PF4V1","04062","Chemokine signaling pathway"
"9279","PFAS","00230","Purine metabolism"
"9280","PFAS","01100","Metabolic pathways"
"9287","PFKFB1","00051","Fructose and mannose metabolism"
"9288","PFKFB2","00051","Fructose and mannose metabolism"
"9289","PFKFB3","00051","Fructose and mannose metabolism"
"9290","PFKFB4","00051","Fructose and mannose metabolism"
"9291","PFKL","00010","Glycolysis / Gluconeogenesis"
"9292","PFKL","00030","Pentose phosphate pathway"
"9293","PFKL","00051","Fructose and mannose metabolism"
"9294","PFKL","00052","Galactose metabolism"
"9295","PFKL","01100","Metabolic pathways"
"9297","PFKM","00010","Glycolysis / Gluconeogenesis"
"9298","PFKM","00030","Pentose phosphate pathway"
"9299","PFKM","00051","Fructose and mannose metabolism"
"9300","PFKM","00052","Galactose metabolism"
"9301","PFKM","01100","Metabolic pathways"
"9302","PFKP","00010","Glycolysis / Gluconeogenesis"
"9303","PFKP","00030","Pentose phosphate pathway"
"9304","PFKP","00051","Fructose and mannose metabolism"
"9305","PFKP","00052","Galactose metabolism"
"9306","PFKP","01100","Metabolic pathways"
"9307","PFN1","04810","Regulation of actin cytoskeleton"
"9308","PFN1","05131","Shigellosis"
"9309","PFN2","04810","Regulation of actin cytoskeleton"
"9310","PFN2","05131","Shigellosis"
"9312","PGA5","04974","Protein digestion and absorption"
"9313","PGAM1","00010","Glycolysis / Gluconeogenesis"
"9314","PGAM1","01100","Metabolic pathways"
"9315","PGAM2","00010","Glycolysis / Gluconeogenesis"
"9316","PGAM2","01100","Metabolic pathways"
"9318","PGD","00030","Pentose phosphate pathway"
"9319","PGD","00480","Glutathione metabolism"
"9320","PGD","01100","Metabolic pathways"
"9321","PGF","04150","mTOR signaling pathway"
"9322","PGF","04510","Focal adhesion"
"9323","PGF","05200","Pathways in cancer"
"9324","PGF","05211","Renal cell carcinoma"
"9325","PGF","05212","Pancreatic cancer"
"9326","PGF","05219","Bladder cancer"
"9327","PGF","05323","Rheumatoid arthritis"
"9329","PGK1","00010","Glycolysis / Gluconeogenesis"
"9330","PGK1","01100","Metabolic pathways"
"9332","PGK2","00010","Glycolysis / Gluconeogenesis"
"9333","PGK2","01100","Metabolic pathways"
"9335","PGM1","00010","Glycolysis / Gluconeogenesis"
"9336","PGM1","00030","Pentose phosphate pathway"
"9337","PGM1","00052","Galactose metabolism"
"9338","PGM1","00230","Purine metabolism"
"9339","PGM1","00500","Starch and sucrose metabolism"
"9340","PGM1","00520","Amino sugar and nucleotide sugar metabolism"
"9341","PGM1","01100","Metabolic pathways"
"9342","PGM3","00520","Amino sugar and nucleotide sugar metabolism"
"9344","PGR","04114","Oocyte meiosis"
"9345","PGR","04914","Progesterone-mediated oocyte maturation"
"9346","ABCB1","02010","ABC transporters"
"9347","ABCB1","04976","Bile secretion"
"9348","ABCB4","02010","ABC transporters"
"9349","ABCB4","04976","Bile secretion"
"9356","PHKA1","04020","Calcium signaling pathway"
"9357","PHKA1","04910","Insulin signaling pathway"
"9358","PHKA2","04020","Calcium signaling pathway"
"9359","PHKA2","04910","Insulin signaling pathway"
"9360","PHKB","04020","Calcium signaling pathway"
"9361","PHKB","04910","Insulin signaling pathway"
"9364","PHKG1","04020","Calcium signaling pathway"
"9365","PHKG1","04910","Insulin signaling pathway"
"9366","PHKG2","04020","Calcium signaling pathway"
"9367","PHKG2","04910","Insulin signaling pathway"
"9369","PHYH","04146","Peroxisome"
"9370","SERPINA1","04610","Complement and coagulation cascades"
"9373","SERPINB5","04115","p53 signaling pathway"
"9374","SERPINB6","05146","Amoebiasis"
"9377","SERPINB9","05146","Amoebiasis"
"9378","SERPINB10","05146","Amoebiasis"
"9380","SERPINB13","05146","Amoebiasis"
